date,total_profit,mean_profit,trade_count,volume,pnl_std,avg_leverage,timestamp,fgi,classification,pnl_roll,corr_fgi_profit,regime,cum_profit
2024-08-07,0.0,0.0,1,497.64,,,1723008600.0,29.0,Fear,95346.33747400003,-0.016629950175992912,Fear,444338.5861610001
2024-08-08,-40.712216999999995,-4.5235796666666666,9,16299.35,9.68187399440364,,1723095000.0,20.0,Extreme Fear,23731.50676900002,-0.011599812268969301,Fear,444297.87394400005
2024-08-09,0.0,0.0,1,0.11,,,1723181400.0,48.0,Neutral,23595.92510500002,-0.008869739419288699,Neutral,444297.87394400005
2024-08-10,5396.546638,149.90407327777777,36,434584.13,223.40754741053024,,1723267800.0,40.0,Fear,29208.08765000002,-0.006766332146814856,Fear,449694.42058200005
2024-08-11,-64.41354100000007,-1.6516292564102582,39,270700.44,72.4018294193872,,1723354200.0,39.0,Fear,22328.84897000002,-0.0023575843739661374,Fear,449630.00704100006
2024-08-12,15965.933436,38.014127228571425,420,932939.72,232.61343396421137,,1723440600.0,25.0,Fear,38058.44727200002,-0.006118394967811691,Fear,465595.9404770001
2024-09-01,-826.349863,-11.804998042857143,70,870051.97,214.1803231936485,,1725168600.0,26.0,Fear,36263.507029000015,0.0006527899697872937,Fear,464769.5906140001
2024-09-03,9949.501624,85.03847541880343,117,658178.75,154.56552113291943,,1725341400.0,26.0,Fear,45938.83546600002,-0.009531051669926894,Fear,474719.0922380001
2024-09-04,0.0,0.0,3,57063.840000000004,0.0,,1725427800.0,27.0,Fear,45829.96328800002,-0.003920341717500413,Fear,474719.0922380001
2024-09-05,1147.595856,40.985566285714285,28,221966.12,92.95513364107583,,1725514200.0,29.0,Fear,46710.24109600002,0.0008628143345506997,Fear,475866.6880940001
2024-09-06,0.0,0.0,17,22410.22,0.0,,1725600600.0,22.0,Extreme Fear,47815.09786100002,-0.002895143580671508,Fear,475866.6880940001
2024-09-07,648.984412,43.265627466666665,15,2736.45,40.13596510326193,,1725687000.0,23.0,Extreme Fear,48333.595194000016,0.0013171128805219247,Fear,476515.6725060001
2024-09-08,18082.071276,125.56993941666666,144,503204.86,454.8533022933731,,1725773400.0,29.0,Fear,63597.82924000002,-0.0010877027274625573,Fear,494597.7437820001
2024-09-09,0.0,0.0,2,4014.4300000000003,0.0,,1725859800.0,26.0,Fear,156222.47313500004,0.0038837425308318975,Fear,494597.7437820001
2024-09-10,396.06272,28.290194285714286,14,220399.93,61.54299038481661,,1725946200.0,33.0,Fear,157454.21709000002,0.008425158361816164,Fear,494993.8065020001
2024-09-11,102.90894,1.196615581395349,86,193384.41,2.90992297730476,,1726032600.0,37.0,Fear,157315.88391000003,0.07750253431706765,Fear,495096.7154420001
2024-09-12,6310.967676,11.708659881261596,539,983949.68,100.89854795146519,,1726119000.0,31.0,Fear,163626.85158600003,0.08324435443808187,Fear,501407.68311800004
2024-10-01,-1517.091342,-7.860576901554404,193,2057479.48,119.7894328095249,,1727760600.0,50.0,Neutral,161226.22255100004,0.0891639942936435,Neutral,499890.59177600004
2024-10-03,2482.9272,59.117314285714286,42,219973.85,207.7542700001469,,1727933400.0,37.0,Fear,154806.68233500002,0.09459070607057822,Fear,502373.518976
2024-10-04,5207.443414,127.01081497560976,41,351735.97,197.76893722954745,,1728019800.0,41.0,Fear,159952.69680700003,-0.207344299569583,Neutral,507580.96239
2024-10-05,2101.741695,95.53371340909092,22,156882.0,240.61922882162773,,1728106200.0,49.0,Neutral,161865.64924700002,-0.2067449001826355,Neutral,509682.704085
2024-10-06,31.266804999999998,0.589939716981132,53,46587.93,1.9665257227845954,,1728192600.0,50.0,Neutral,161896.91605200002,-0.20774076588640028,Neutral,509713.97089
2024-10-07,11977.734907,213.88812333928573,56,687900.21,337.8156690082534,,1728279000.0,50.0,Neutral,169381.29782300003,-0.20826676815789397,Neutral,521691.705797
2024-10-08,0.0,0.0,88,11339.29,0.0,,1728365400.0,49.0,Neutral,83475.01875600002,-0.21820285989994898,Neutral,521691.705797
2024-10-09,-219.729659,-73.24321966666666,3,2547.28,96.08066367806516,,1728451800.0,49.0,Neutral,83525.16353600004,-0.218275087775556,Neutral,521471.97613799997
2024-10-10,0.0,0.0,16,300024.33999999997,0.0,,1728538200.0,39.0,Fear,82754.40751200003,-0.21726279173994936,Fear,521471.97613799997
2024-10-11,991.114334,5.728984589595376,173,413636.7,22.471438317729593,,1728624600.0,32.0,Fear,79473.63561000003,-0.21497168953478657,Fear,522463.09047199995
2024-10-12,39325.770231,24.640206911654136,1596,3150424.08,141.48990698368283,,1728711000.0,49.0,Neutral,117580.97914100002,-0.19029452588644552,Neutral,561788.860703
2024-11-01,-164.08950099999998,-7.813785761904761,21,305314.1,101.92627878710132,,1730439000.0,75.0,Extreme Greed,117415.32388000003,-0.19010932460391464,Greed,561624.771202
2024-11-02,983.443176,28.924799294117648,34,212311.82,108.62231864377547,,1730525400.0,72.0,Greed,118269.62821700002,-0.19407888571223175,Greed,562608.214378
2024-11-03,3588.179495,85.43284511904761,42,176519.44999999998,196.10462239183906,,1730611800.0,74.0,Greed,121857.80771200002,-0.18964447574327725,Greed,566196.393873
2024-11-04,389.743164,24.35894775,16,76400.96,69.72639235953248,,1730698200.0,70.0,Greed,122288.26309300003,-0.24881670118986834,Greed,566586.137037
2024-11-05,251.604742,27.956082444444444,9,63248.95,38.73340875071258,,1730784600.0,70.0,Greed,122539.86783500003,-0.24902402099368945,Greed,566837.741779
2024-11-06,4320.631811,35.12708789430894,123,373279.92,169.7310786091785,,1730871000.0,70.0,Greed,121463.95300800003,-0.2439980033685673,Greed,571158.3735900001
2024-11-07,1876.812082,98.77958326315789,19,169887.02,150.16378122148163,,1730957400.0,77.0,Extreme Greed,123405.17863100002,-0.24966556307641274,Greed,573035.185672
2024-11-08,847.7766200000001,35.32402583333334,24,44230.21,91.2518343902943,,1731043800.0,75.0,Extreme Greed,108287.02181500003,-0.24836858654377644,Greed,573882.9622920001
2024-11-09,0.0,0.0,1,0.54,,,1731130200.0,75.0,Extreme Greed,109113.37167800002,-0.24975368162267989,Greed,573882.9622920001
2024-11-10,8885.327477,341.74336450000004,26,488904.19,367.9830904604618,,1731216600.0,78.0,Extreme Greed,108049.19753100003,-0.2356913552299524,Greed,582768.289769
2024-11-11,6749.630996,18.09552545844504,373,1570572.42,60.90235280005483,,1731303000.0,76.0,Extreme Greed,114798.82852700002,-0.22581887612708978,Greed,589517.920765
2024-11-12,319051.554217,261.30348420720725,1221,2194098.33,2003.1396625321522,,1731389400.0,80.0,Extreme Greed,432702.78688800003,0.12350225982467118,Greed,908569.4749820001
2024-12-01,-1925.519024,-275.0741462857143,7,200082.27,669.9280140108323,,1733031000.0,81.0,Extreme Greed,430777.26786400005,0.12083569403059125,Greed,906643.955958
2024-12-02,913.8817869999998,57.11761168749999,16,227247.69999999998,828.6571214700353,,1733117400.0,80.0,Extreme Greed,431042.16523900005,0.11889869877748273,Greed,907557.837745
2024-12-03,3039.166,379.89575,8,103040.85,521.6006618377291,,1733203800.0,76.0,Extreme Greed,415999.259963,0.11853499538907901,Greed,910597.003745
2024-12-04,-592.6458390000001,-4.594153790697676,129,442088.59,122.96278242038903,,1733290200.0,78.0,Extreme Greed,415406.614124,0.1691972948233122,Greed,910004.357906
2024-12-05,0.0,0.0,23,55179.56,0.0,,1733376600.0,84.0,Extreme Greed,415010.551404,0.1589511071891223,Greed,910004.357906
2024-12-06,-21886.531493,-86.16744682283463,254,193407.96,276.1864377273308,,1733463000.0,72.0,Greed,393021.11097100005,0.14222453653723807,Greed,888117.826413
2024-12-07,1412.314654,74.33235021052631,19,89582.97,112.44287174423458,,1733549400.0,75.0,Extreme Greed,388122.457949,0.13560350609063768,Greed,889530.141067
2024-12-08,858.6705000000001,17.88896875,48,54167.32,64.64753431191872,,1733635800.0,79.0,Extreme Greed,390498.219791,0.12638981530269608,Greed,890388.811567
2024-12-10,541.55471,54.155471,10,159713.4,63.374247509280295,,1733808600.0,78.0,Extreme Greed,388556.84730100003,0.12091468632640905,Greed,890930.366277
2024-12-11,3494.399394,20.435084175438597,171,1226354.52,80.90406191682668,,1733895000.0,74.0,Greed,386843.803281,0.11466071105723599,Greed,894424.765671
2024-12-12,599151.795008,310.1199767122153,1932,4557189.87,1920.807926510415,,1733981400.0,83.0,Extreme Greed,983893.856594,0.22153386465548508,Greed,1493576.5606789999
2025-01-01,-9528.065345,-99.25068067708334,96,282582.1,989.3224125030252,,1735709400.0,66.0,Greed,974334.524444,0.21502177375456927,Greed,1484048.4953339999
2025-01-02,32300.205017,50.946695610410096,634,1363746.44,446.4149984530011,,1735795800.0,70.0,Greed,994656.994554,0.214922324175557,Greed,1516348.7003509998
2025-01-03,10596.108968,60.897177977011495,174,263824.13,134.45844944800064,,1735882200.0,74.0,Greed,1005253.103522,0.232595457510021,Greed,1526944.8093189998
2025-01-04,-2202.6622420000003,-11.472199177083334,192,704445.1900000001,297.0927135926486,,1735968600.0,73.0,Greed,1003270.170939,0.22712492472705018,Greed,1524742.1470769998
2025-01-05,54536.829297000004,44.338885607317074,1230,10720240.52,972.822640253054,,1736055000.0,72.0,Greed,1057807.000236,0.23199742673433502,Greed,1579278.9763739998
2025-02-01,8716.519087,24.145482235457067,361,774674.84,117.65384746788118,,1738387800.0,68.0,Greed,1065532.404989,0.22886924901138736,Greed,1587995.495461
2025-02-02,162854.759623,123.46835452843062,1319,5661092.29,1386.063749537317,,1738474200.0,60.0,Greed,1189061.394381,0.22895496606871754,Neutral,1750850.2550839998
2025-02-03,66914.320708,125.77879832330827,532,6460848.74,523.6453822891723,,1738560600.0,44.0,Fear,1256139.80459,0.22153191607669304,Neutral,1817764.575792
2025-02-04,202212.740938,187.930056633829,1076,3867930.6,783.0878201791388,,1738647000.0,72.0,Greed,1457369.102352,0.23723474918393958,Greed,2019977.3167299998
2025-03-01,6028.486793,11.867099986220472,508,771208.99,63.36348991609002,,1740807000.0,20.0,Extreme Fear,1459809.40965,0.23490260899812146,Fear,2026005.8035229999
2025-03-02,348871.326269,146.58459086932774,2380,22592901.37,1292.2669438694834,,1740893400.0,26.0,Fear,1808290.992755,0.13053954702415788,Fear,2374877.1297919997
2025-03-03,616413.032233,415.9332201302294,1482,8244590.38,1682.4075657180047,,1740979800.0,33.0,Fear,2424452.4202460004,0.01753233024396556,Fear,2991290.162025
2025-03-04,-2365.961276,-1.353524757437071,1748,8670233.15,81.23364439225159,,1741066200.0,15.0,Extreme Fear,2417765.827159,0.024794420329607065,Fear,2988924.200749
2025-04-01,2553.537968,6.882851665768194,371,1826029.6199999999,75.44665860042967,,1743485400.0,34.0,Fear,2418442.553045,0.02568635021377567,Fear,2991477.738717
2025-04-02,416876.88812,165.9541752070064,2512,15678409.27,2184.1682347008123,,1743571800.0,44.0,Fear,2834471.664545,-0.005628932760788001,Neutral,3408354.6268370003
2025-04-03,182075.566585,75.80165136761032,2402,11124247.15,940.9538347121356,,1743658200.0,25.0,Fear,3016547.23113,-0.0377936649299979,Fear,3590430.1934220004
2025-04-04,-25515.678949999998,-20.05949602987421,1272,3835545.73,581.2639206142574,,1743744600.0,28.0,Fear,2982146.2247030004,-0.03260371012058827,Fear,3564914.5144720003
2025-05-01,3187.719363,13.337737920502093,239,451943.57,59.881873800685874,,1746077400.0,53.0,Neutral,2978584.31307,-0.041111351391445256,Neutral,3568102.233835
2025-05-02,56706.235562,43.721075992289904,1297,8743231.51,444.31734690264386,,1746163800.0,67.0,Greed,2716238.994415,-0.04967961240146363,Greed,3624808.469397
2025-05-03,269328.365917,162.24600356445782,1660,9193654.22,1724.8671279418056,,,67.0,,2987492.879356,-0.04828991267790508,Greed,3894136.835314
2025-05-04,35907.33771,99.74260475,360,1267564.22,333.05923440903956,,,67.0,,3022486.335279,-0.06284854207881302,Greed,3930044.173024
2025-06-01,6064.185393,10.583220581151831,573,556526.99,104.19079085435088,,,67.0,,3025511.354672,-0.07396305665972198,Greed,3936108.358417
2025-06-02,33803.799733,19.84955944392249,1703,2818508.87,609.1348918969087,,,67.0,,3059907.800244,-0.08927731642989473,Greed,3969912.15815
2025-06-03,16101.125561,21.18569152763158,760,6765324.96,163.11101162302057,,,67.0,,3076008.925805,-0.10280503429682243,Greed,3986013.283711
2025-06-04,47053.449272,44.89832945801527,1048,3551252.06,464.3283247115555,,,67.0,,3144948.90657,-0.11369068375877484,Greed,4033066.7329829996
2025-07-01,16098.227531,25.271942748822607,637,1313178.1,79.2581805510636,,,67.0,,3159634.819447,-0.1286257052554599,Greed,4049164.9605139997
2025-07-02,22450.002091,14.730972500656167,1524,3460263.54,94.68612173896997,,,67.0,,3181226.151038,-0.13513822076896956,Greed,4071614.9626049995
2025-07-03,150236.061627,58.86993010462382,2552,19854275.48,278.36230520474373,,,67.0,,3330920.657955,-0.14337860784288725,Greed,4221851.024231999
2025-07-04,34527.370305,12.269854408315563,2814,14460253.14,651.4553059500641,,,67.0,,3361953.6288659996,-0.15447292433292087,Greed,4256378.394536999
2025-08-01,130117.090554,125.23300342059672,1039,3177275.18,2408.3681940977062,,,67.0,,2892918.9244120005,-0.1586842377505239,Greed,4386495.485090999
2025-08-02,586.703253,1.0203534834782608,575,839734.97,11.464135616658202,,,67.0,,2903033.69301,-0.16701071966612688,Greed,4387082.188343999
2025-08-03,24700.773359,46.69333338185255,529,892083.51,218.21981324664878,,,67.0,,2895434.261352,-0.1737709462906847,Greed,4411782.961702999
2025-08-04,34899.394798,37.00890222481442,943,8869391.4,299.82321782812363,,,67.0,,2919737.547182,-0.18235367695752405,Greed,4446682.356500999
2025-09-01,46975.928902,89.99220096168582,522,1020733.25,658.1149316624325,,,67.0,,2968916.138326,-0.19105998161589546,Greed,4493658.285402999
2025-09-02,150551.829492,197.05736844502616,764,2920919.7,2082.4614891202827,,,67.0,,3064931.138521,-0.20465478844932739,Greed,4644210.114894999
2025-09-03,19773.457395,13.905384947257385,1422,10419697.99,83.14231057374892,,,67.0,,3075988.076829,-0.22902473121529196,Greed,4663983.57229
